test,ber,snr,throughput,M,cplen,pilotSpacing,numActiveCarriers,useCoding,fc,distance,volume,constraintLength,modscheme
fc_carrier_sweep,0.00014,-2.5411,1666.6667,4,256,5,100,0,9000,1.5,75,3,qpsk
fc_carrier_sweep,0.00014,-2.5515,1666.6667,4,256,5,100,0,9000,1.5,75,3,qpsk
fc_carrier_sweep,0.000488,-2.0701,1666.6667,4,256,5,100,0,9000,1.5,75,3,qpsk
fc_carrier_sweep,0.001709,-6.5796,3333.3333,4,256,5,200,0,9000,1.5,75,3,qpsk
fc_carrier_sweep,0.000942,-5.8155,3333.3333,4,256,5,200,0,9000,1.5,75,3,qpsk
fc_carrier_sweep,0.001011,-6.4871,3333.3333,4,256,5,200,0,9000,1.5,75,3,qpsk
fc_carrier_sweep,0.000314,-8.9493,5000,4,256,5,300,0,9000,1.5,75,3,qpsk
fc_carrier_sweep,0.000244,-5.7961,5000,4,256,5,300,0,9000,1.5,75,3,qpsk
fc_carrier_sweep,0.000209,-7.1245,5000,4,256,5,300,0,9000,1.5,75,3,qpsk
fc_carrier_sweep,0.00014,-6.6048,5000,4,256,5,300,0,9000,1.5,75,3,qpsk
fc_carrier_sweep,0.001081,-11.468,6666.6667,4,256,5,400,0,9000,1.5,75,3,qpsk
fc_carrier_sweep,0.001081,-10.8194,6666.6667,4,256,5,400,0,9000,1.5,75,3,qpsk
fc_carrier_sweep,0.001186,-10.5332,6666.6667,4,256,5,400,0,9000,1.5,75,3,qpsk
fc_carrier_sweep,0.001151,-11.9613,6666.6667,4,256,5,400,0,9000,1.5,75,3,qpsk
fc_carrier_sweep,0.000314,-13.7379,8333.3333,4,256,5,500,0,9000,1.5,75,3,qpsk
fc_carrier_sweep,0.000349,-14.4634,8333.3333,4,256,5,500,0,9000,1.5,75,3,qpsk
fc_carrier_sweep,0.000314,-13.9307,8333.3333,4,256,5,500,0,9000,1.5,75,3,qpsk
fc_carrier_sweep,0.000209,-13.5191,8333.3333,4,256,5,500,0,9000,1.5,75,3,qpsk
fc_carrier_sweep,0.000105,-13.456,8333.3333,4,256,5,500,0,9000,1.5,75,3,qpsk
fc_carrier_sweep,0.003976,-16.213,10000,4,256,5,600,0,9000,1.5,75,3,qpsk
fc_carrier_sweep,0.003313,-16.112,10000,4,256,5,600,0,9000,1.5,75,3,qpsk
fc_carrier_sweep,0.003488,-15.1712,10000,4,256,5,600,0,9000,1.5,75,3,qpsk
fc_carrier_sweep,0.003662,-16.7503,10000,4,256,5,600,0,9000,1.5,75,3,qpsk
fc_carrier_sweep,0.003976,-15.796,10000,4,256,5,600,0,9000,1.5,75,3,qpsk
fc_carrier_sweep,0.014509,-19.1126,11666.6667,4,256,5,700,0,9000,1.5,75,3,qpsk
fc_carrier_sweep,0.014439,-19.1672,11666.6667,4,256,5,700,0,9000,1.5,75,3,qpsk
fc_carrier_sweep,0.014927,-18.6714,11666.6667,4,256,5,700,0,9000,1.5,75,3,qpsk
fc_carrier_sweep,0.01423,-18.6011,11666.6667,4,256,5,700,0,9000,1.5,75,3,qpsk
fc_carrier_sweep,0.013986,-18.4023,11666.6667,4,256,5,700,0,9000,1.5,75,3,qpsk
fc_carrier_sweep,0.035261,-20.7443,13333.3333,4,256,5,800,0,9000,1.5,75,3,qpsk
fc_carrier_sweep,0.037772,-20.6952,13333.3333,4,256,5,800,0,9000,1.5,75,3,qpsk
fc_carrier_sweep,0.03554,-19.4981,13333.3333,4,256,5,800,0,9000,1.5,75,3,qpsk
fc_carrier_sweep,0.000105,-2.553,1666.6667,4,256,5,100,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,7e-05,-2.8836,1666.6667,4,256,5,100,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,0.000209,-2.6376,1666.6667,4,256,5,100,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,3.5e-05,-2.3812,1666.6667,4,256,5,100,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,0.000105,-2.7058,1666.6667,4,256,5,100,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,0.001151,-6.4769,3333.3333,4,256,5,200,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,0.000942,-6.3117,3333.3333,4,256,5,200,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,0.000802,-6.6833,3333.3333,4,256,5,200,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,0.000732,-6.609,3333.3333,4,256,5,200,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,0.000698,-6.3121,3333.3333,4,256,5,200,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,0.000105,-8.6811,5000,4,256,5,300,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,0.000105,-9.135,5000,4,256,5,300,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,0.000105,-9.2658,5000,4,256,5,300,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,3.5e-05,-9.1775,5000,4,256,5,300,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,7e-05,-8.6058,5000,4,256,5,300,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,0.001186,-11.3373,6666.6667,4,256,5,400,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,0.001186,-11.4954,6666.6667,4,256,5,400,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,0.001186,-11.9579,6666.6667,4,256,5,400,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,0.001151,-12.029,6666.6667,4,256,5,400,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,0.001046,-11.5542,6666.6667,4,256,5,400,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,0.000767,-14.1948,8333.3333,4,256,5,500,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,0.000977,-14.1875,8333.3333,4,256,5,500,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,0.000767,-14.1909,8333.3333,4,256,5,500,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,0.000593,-14.0852,8333.3333,4,256,5,500,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,0.000732,-14.6937,8333.3333,4,256,5,500,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,0.011161,-17.3353,10000,4,256,5,600,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,0.01144,-16.839,10000,4,256,5,600,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,0.011754,-16.9055,10000,4,256,5,600,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,0.012905,-17.696,10000,4,256,5,600,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,0.012835,-17.5382,10000,4,256,5,600,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,0.01123,-19.6366,11666.6667,4,256,5,700,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,0.012242,-19.667,11666.6667,4,256,5,700,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,0.012068,-19.9398,11666.6667,4,256,5,700,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,0.012172,-20.0724,11666.6667,4,256,5,700,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,0.012312,-20.1321,11666.6667,4,256,5,700,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,0,-3.6344,1666.6667,4,256,5,100,0,11000,1.5,75,3,qpsk
fc_carrier_sweep,0,-3.8671,1666.6667,4,256,5,100,0,11000,1.5,75,3,qpsk
fc_carrier_sweep,0,-3.8694,1666.6667,4,256,5,100,0,11000,1.5,75,3,qpsk
fc_carrier_sweep,0,-3.8985,1666.6667,4,256,5,100,0,11000,1.5,75,3,qpsk
fc_carrier_sweep,0,-3.6616,1666.6667,4,256,5,100,0,11000,1.5,75,3,qpsk
fc_carrier_sweep,0.000593,-6.2805,3333.3333,4,256,5,200,0,11000,1.5,75,3,qpsk
fc_carrier_sweep,0.000593,-6.3537,3333.3333,4,256,5,200,0,11000,1.5,75,3,qpsk
fc_carrier_sweep,0.000523,-5.9814,3333.3333,4,256,5,200,0,11000,1.5,75,3,qpsk
fc_carrier_sweep,0.000523,-6.2304,3333.3333,4,256,5,200,0,11000,1.5,75,3,qpsk
fc_carrier_sweep,3.5e-05,-9.5566,5000,4,256,5,300,0,11000,1.5,75,3,qpsk
fc_carrier_sweep,0,-9.9139,5000,4,256,5,300,0,11000,1.5,75,3,qpsk
fc_carrier_sweep,3.5e-05,-10.382,5000,4,256,5,300,0,11000,1.5,75,3,qpsk
fc_carrier_sweep,0,-9.4271,5000,4,256,5,300,0,11000,1.5,75,3,qpsk
fc_carrier_sweep,0,-10.7249,5000,4,256,5,300,0,11000,1.5,75,3,qpsk
fc_carrier_sweep,0.002058,-12.6308,6666.6667,4,256,5,400,0,11000,1.5,75,3,qpsk
fc_carrier_sweep,0.001918,-13.0903,6666.6667,4,256,5,400,0,11000,1.5,75,3,qpsk
fc_carrier_sweep,0.002023,-11.9992,6666.6667,4,256,5,400,0,11000,1.5,75,3,qpsk
fc_carrier_sweep,0.002058,-11.9736,6666.6667,4,256,5,400,0,11000,1.5,75,3,qpsk
fc_carrier_sweep,0.013288,-14.5653,8333.3333,4,256,5,500,0,11000,1.5,75,3,qpsk
fc_carrier_sweep,0.0143,-14.5563,8333.3333,4,256,5,500,0,11000,1.5,75,3,qpsk
fc_carrier_sweep,0.013114,-14.4562,8333.3333,4,256,5,500,0,11000,1.5,75,3,qpsk
fc_carrier_sweep,0,-4.5263,1666.6667,4,256,5,100,0,12000,1.5,75,3,qpsk
fc_carrier_sweep,0,-4.4526,1666.6667,4,256,5,100,0,12000,1.5,75,3,qpsk
fc_carrier_sweep,0,-4.4312,1666.6667,4,256,5,100,0,12000,1.5,75,3,qpsk
fc_carrier_sweep,0.000663,-8.0703,3333.3333,4,256,5,200,0,12000,1.5,75,3,qpsk
fc_carrier_sweep,0.000663,-8.0895,3333.3333,4,256,5,200,0,12000,1.5,75,3,qpsk
fc_carrier_sweep,0.000663,-8.0997,3333.3333,4,256,5,200,0,12000,1.5,75,3,qpsk
fc_carrier_sweep,3.5e-05,-12.2137,5000,4,256,5,300,0,12000,1.5,75,3,qpsk
fc_carrier_sweep,0.000174,-11.8838,5000,4,256,5,300,0,12000,1.5,75,3,qpsk
fc_carrier_sweep,0,-10.9796,5000,4,256,5,300,0,12000,1.5,75,3,qpsk
fc_carrier_sweep,3.5e-05,-12.0929,5000,4,256,5,300,0,12000,1.5,75,3,qpsk
fc_carrier_sweep,0,-11.6698,5000,4,256,5,300,0,12000,1.5,75,3,qpsk
fc_carrier_sweep,0.011126,-14.7567,6666.6667,4,256,5,400,0,12000,1.5,75,3,qpsk
fc_carrier_sweep,0.012242,-15.5388,6666.6667,4,256,5,400,0,12000,1.5,75,3,qpsk
fc_carrier_sweep,0.011091,-14.8148,6666.6667,4,256,5,400,0,12000,1.5,75,3,qpsk
fc_carrier_sweep,0.010882,-16.46,8333.3333,4,256,5,500,0,12000,1.5,75,3,qpsk
fc_carrier_sweep,0.010812,-16.842,8333.3333,4,256,5,500,0,12000,1.5,75,3,qpsk
fc_carrier_sweep,0.012451,-17.1338,8333.3333,4,256,5,500,0,12000,1.5,75,3,qpsk
fc_carrier_sweep,0,-8.1,1666.6667,4,256,5,100,0,13000,1.5,75,3,qpsk
fc_carrier_sweep,0,-8.0097,1666.6667,4,256,5,100,0,13000,1.5,75,3,qpsk
fc_carrier_sweep,0,-8.34,1666.6667,4,256,5,100,0,13000,1.5,75,3,qpsk
fc_carrier_sweep,0,-7.9848,1666.6667,4,256,5,100,0,13000,1.5,75,3,qpsk
fc_carrier_sweep,0,-8.0706,1666.6667,4,256,5,100,0,13000,1.5,75,3,qpsk
fc_carrier_sweep,0.000628,-9.8219,3333.3333,4,256,5,200,0,13000,1.5,75,3,qpsk
fc_carrier_sweep,0.000523,-9.4701,3333.3333,4,256,5,200,0,13000,1.5,75,3,qpsk
fc_carrier_sweep,0.000628,-9.8013,3333.3333,4,256,5,200,0,13000,1.5,75,3,qpsk
fc_carrier_sweep,0.010882,-13.3498,5000,4,256,5,300,0,13000,1.5,75,3,qpsk
fc_carrier_sweep,0.012172,-13.2636,5000,4,256,5,300,0,13000,1.5,75,3,qpsk
fc_carrier_sweep,0.012695,-13.4936,5000,4,256,5,300,0,13000,1.5,75,3,qpsk
fc_carrier_sweep,0.007847,-16.4538,10000,4,256,5,600,0,9500,1.5,75,3,qpsk
fc_carrier_sweep,0.008126,-17.1495,10000,4,256,5,600,0,9500,1.5,75,3,qpsk
fc_carrier_sweep,0.008196,-17.1497,10000,4,256,5,600,0,9500,1.5,75,3,qpsk
fc_carrier_sweep,0.002999,-16.4936,9166.6667,4,256,5,550,0,9500,1.5,75,3,qpsk
fc_carrier_sweep,0.003069,-16.3151,9166.6667,4,256,5,550,0,9500,1.5,75,3,qpsk
fc_carrier_sweep,0.003174,-16.0793,9166.6667,4,256,5,550,0,9500,1.5,75,3,qpsk
fc_carrier_sweep,0.000767,-15.1595,8333.3333,4,256,5,500,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,0.000732,-14.7164,8333.3333,4,256,5,500,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,0.000977,-14.7504,8333.3333,4,256,5,500,0,10000,1.5,75,3,qpsk
fc_carrier_sweep,0,-12.8654,8333.3333,4,256,5,500,1,10000,1.5,75,3,qpsk
fc_carrier_sweep,0,-12.9685,8333.3333,4,256,5,500,1,10000,1.5,75,3,qpsk
fc_carrier_sweep,0,-12.2395,8333.3333,4,256,5,500,1,10000,1.5,75,3,qpsk
fc_carrier_sweep,0,-11.7202,8333.3333,4,256,5,500,1,10000,1.5,75,3,qpsk
fc_carrier_sweep,0.000907,-7.9916,3333.3333,16,256,5,100,1,12000,1.5,75,3,qpsk
fc_carrier_sweep,0.00279,-4.7832,3333.3333,16,256,5,100,1,10000,1.5,75,3,qpsk
fc_carrier_sweep,0,-0.7511,3333.3333,16,256,5,100,1,10000,0.5,75,3,qpsk
fc_carrier_sweep,0,-13.7781,16666.6667,16,256,5,500,1,10000,1.5,75,3,qpsk
distance_sweep_qpsk,0.351981,-57.1704,8333.3333,4,256,5,500,1,10000,0.5,75,3,qpsk
distance_sweep_qpsk,0.353795,-57.1968,8333.3333,4,256,5,500,1,10000,0.5,75,3,qpsk
distance_sweep_qpsk,0,-5.112,8333.3333,4,256,5,500,1,10000,0.5,75,3,qpsk
distance_sweep_qpsk,0,-4.503,8333.3333,4,256,5,500,1,10000,0.5,75,3,qpsk
distance_sweep_qpsk,0,-4.3601,8333.3333,4,256,5,500,1,10000,0.5,75,3,qpsk
distance_sweep_qpsk,3.5e-05,-6.6933,8333.3333,4,256,5,500,0,10000,0.5,75,3,qpsk
distance_sweep_qpsk,0,-7.3935,8333.3333,4,256,5,500,0,10000,0.5,75,3,qpsk
distance_sweep_qpsk,3.5e-05,-8.1196,8333.3333,4,256,5,500,0,10000,0.5,75,3,qpsk
distance_sweep_qpsk,0.000209,-12.5494,8333.3333,4,256,5,500,0,10000,1,75,3,qpsk
distance_sweep_qpsk,0.000244,-11.9786,8333.3333,4,256,5,500,0,10000,1,75,3,qpsk
distance_sweep_qpsk,0.00014,-12.5929,8333.3333,4,256,5,500,0,10000,1,75,3,qpsk
distance_sweep_qpsk,0,-8.6633,8333.3333,4,256,5,500,1,10000,1,75,3,qpsk
distance_sweep_qpsk,0,-8.8403,8333.3333,4,256,5,500,1,10000,1,75,3,qpsk
distance_sweep_qpsk,0,-9.6714,8333.3333,4,256,5,500,1,10000,1,75,3,qpsk
distance_sweep_qpsk,0,-12.2877,8333.3333,4,256,5,500,1,10000,1.5,75,3,qpsk
distance_sweep_qpsk,0,-12.6683,8333.3333,4,256,5,500,1,10000,1.5,75,3,qpsk
distance_sweep_qpsk,0,-11.4104,8333.3333,4,256,5,500,1,10000,1.5,75,3,qpsk
distance_sweep_qpsk,0.000663,-15.4791,8333.3333,4,256,5,500,0,10000,1.5,75,3,qpsk
distance_sweep_qpsk,0.000453,-15.4004,8333.3333,4,256,5,500,0,10000,1.5,75,3,qpsk
distance_sweep_qpsk,0.000488,-14.4149,8333.3333,4,256,5,500,0,10000,1.5,75,3,qpsk
distance_sweep_qpsk,0.00415,-17.6757,8333.3333,4,256,5,500,0,10000,2,75,3,qpsk
distance_sweep_qpsk,0.004011,-17.9135,8333.3333,4,256,5,500,0,10000,2,75,3,qpsk
distance_sweep_qpsk,0.004534,-18.0486,8333.3333,4,256,5,500,0,10000,2,75,3,qpsk
distance_sweep_qpsk,0,-15.5226,8333.3333,4,256,5,500,1,10000,2,75,3,qpsk
distance_sweep_qpsk,0.00014,-14.7838,8333.3333,4,256,5,500,1,10000,2,75,3,qpsk
distance_sweep_qpsk,7e-05,-14.989,8333.3333,4,256,5,500,1,10000,2,75,3,qpsk
distance_sweep_qpsk,0.00293,-16.3877,8333.3333,4,256,5,500,1,10000,2.5,75,3,qpsk
distance_sweep_qpsk,0.003174,-16.3645,8333.3333,4,256,5,500,1,10000,2.5,75,3,qpsk
distance_sweep_qpsk,0.003209,-16.3713,8333.3333,4,256,5,500,1,10000,2.5,75,3,qpsk
distance_sweep_qpsk,0.002825,-18.1401,7500,4,512,5,500,1,10000,2.5,75,3,qpsk
distance_sweep_qpsk,0.016113,-19.4808,8333.3333,4,256,5,500,0,10000,2.5,75,3,qpsk
distance_sweep_qpsk,0.01573,-19.0869,8333.3333,4,256,5,500,0,10000,2.5,75,3,qpsk
distance_sweep_qpsk,0.017578,-19.3621,8333.3333,4,256,5,500,0,10000,2.5,75,3,qpsk
distance_sweep_qpsk,0.024588,-21.2742,8333.3333,4,256,5,500,0,10000,3,75,3,qpsk
distance_sweep_qpsk,0.023403,-21.139,8333.3333,4,256,5,500,0,10000,3,75,3,qpsk
distance_sweep_qpsk,0.023472,-20.8906,8333.3333,4,256,5,500,0,10000,3,75,3,qpsk
distance_sweep_qpsk,0.005511,-18.016,8333.3333,4,256,5,500,1,10000,3,75,3,qpsk
distance_sweep_qpsk,0.005301,-17.9583,8333.3333,4,256,5,500,1,10000,3,75,3,qpsk
distance_sweep_qpsk,0.005022,-17.9126,8333.3333,4,256,5,500,1,10000,3,75,3,qpsk
distance_sweep_qpsk,0.005476,-17.3011,8333.3333,4,256,5,500,1,10000,3,75,3,qpsk
distance_sweep_qpsk,0.005266,-6.4791,8333.3333,4,256,5,500,1,10000,3,150,3,qpsk
distance_sweep_qpsk,0.019741,-14.2584,8333.3333,4,256,5,500,1,10000,3.0,100,3,qpsk
distance_sweep_qpsk,0.024240,-14.8960,8333.3333,4,256,5,500,1,10000,3.0,100,3,qpsk
distance_sweep_qpsk,0.022845,-15.1264,8333.3333,4,256,5,500,1,10000,3.0,100,3,qpsk
distance_sweep_qpsk,0.023961,-15.1238,8333.3333,4,256,5,500,1,10000,3.0,100,3,qpsk,
distance_sweep_qpsk,0.024972,-15.2381,8333.3333,4,256,5,500,1,10000,3.0,100,3,qpsk
distance_sweep_qpsk,0.025007,-14.9083,8333.3333,4,256,5,500,1,10000,3.0,100,3,qpsk
distance_sweep_qpsk,0.006243,-15.0311,8333.3333,4,256,5,500,1,10000,3.0,100,7,qpsk
distance_sweep_qpsk,0.002197,-14.6221,8333.3333,4,256,5,500,1,10000,3.0,100,7,qpsk
distance_sweep_qpsk,0.002686,-14.7896,8333.3333,4,256,5,500,1,10000,3.0,100,7,qpsk
distance_sweep_qpsk,0.003034,-14.9415,8333.3333,4,256,5,500,1,10000,3.0,100,7,qpsk
distance_sweep_qpsk,0.001569,-14.6087,8333.3333,4,256,5,500,1,10000,3.0,100,7,qpsk
distance_sweep_qpsk,0.001639,-14.3665,8333.3333,4,256,5,500,1,10000,3.0,100,7,qpsk
distance_sweep_qpsk,0.002372,-15.1248,8333.3333,4,256,5,500,1,10000,3.0,150,7,qpsk
distance_sweep_qpsk,0.002337,-14.5449,8333.3333,4,256,5,500,1,10000,3.0,150,7,qpsk
distance_sweep_qpsk,0.482631,-18.7054,8333.3333,4,256,5,500,1,10000,3.0,150,7,qpsk
distance_sweep_qpsk,0.000000,-10.5988,8333.3333,4,256,5,500,1,10000,3.0,150,7,qpsk
distance_sweep_qpsk,0.000000,-10.9044,8333.3333,4,256,5,500,1,10000,3.0,150,7,qpsk
distance_sweep_qpsk,0.000000,-11.3240,8333.3333,4,256,5,500,1,10000,3.0,150,7,qpsk
distance_sweep_qpsk,0.000000,-10.9989,8333.3333,4,256,5,500,1,10000,3.0,150,7,qpsk
distance_sweep_qpsk,0.000000,-11.0972,8333.3333,4,256,5,500,1,10000,3.0,150,7,qpsk
