test,trial,ber,ser,snr,throughput,distance,volume,txAngle,rxAngle,blocked,blockerType,reflectionMode,modscheme,useCoding,notes
angle_sweep,2,0.000000,0.018056,6.0619,8333.3333,1.50,100,0.0,45.0,0,none,none,qpsk,1,none
angle_sweep,3,0.000000,0.018958,6.0327,8333.3333,1.50,100,0.0,45.0,0,none,none,qpsk,1,none
angle_sweep,1,0.033203,0.064097,2.7276,16666.6667,1.50,100,0.0,60.0,0,none,none,qpsk,0,none
angle_sweep,2,0.032401,0.063403,4.0221,16666.6667,1.50,100,0.0,60.0,0,none,none,qpsk,0,none
angle_sweep,3,0.033098,0.064514,3.2274,16666.6667,1.50,100,0.0,60.0,0,none,none,qpsk,0,none
angle_sweep,1,0.000000,0.051979,4.9915,8333.3333,1.50,100,0.0,60.0,0,none,none,qpsk,1,none
angle_sweep,1,0.000000,0.049792,4.5390,8333.3333,1.50,100,0.0,60.0,0,none,none,qpsk,1,none
angle_sweep,3,0.000000,0.047292,3.5572,8333.3333,1.50,100,0.0,60.0,0,none,none,qpsk,1,none
angle_sweep,1,0.070243,0.135486,2.5594,16666.6667,1.50,100,0.0,75.0,0,none,none,qpsk,0,none
angle_sweep,1,0.068464,0.130764,-7.4786,16666.6667,1.50,100,0.0,75.0,0,none,none,qpsk,0,none
angle_sweep,3,0.074637,0.142639,3.2309,16666.6667,1.50,100,0.0,75.0,0,none,none,qpsk,0,none
angle_sweep,3,0.017892,0.132917,1.1983,8333.3333,1.50,100,0.0,75.0,0,none,none,qpsk,1,none
angle_sweep,2,0.016044,0.131875,3.3919,8333.3333,1.50,100,0.0,75.0,0,none,none,qpsk,1,none
angle_sweep,3,0.016811,0.133785,1.1245,8333.3333,1.50,100,0.0,75.0,0,none,none,qpsk,1,none
angle_sweep,1,0.278739,0.485764,-5.5781,16666.6667,1.50,100,0.0,90.0,0,none,none,qpsk,0,none
angle_sweep,1,0.279541,0.488611,-5.9224,16666.6667,1.50,100,0.0,90.0,0,none,none,qpsk,0,none
angle_sweep,1,0.278843,0.485972,-5.4882,16666.6667,1.50,100,0.0,90.0,0,none,none,qpsk,0,none
angle_sweep,1,0.485561,0.470938,-24.2706,8333.3333,1.50,100,0.0,90.0,0,none,none,qpsk,1,none
angle_sweep,2,0.489467,0.469201,-8.0505,8333.3333,1.50,100,0.0,90.0,0,none,none,qpsk,1,none
angle_sweep,2,0.493129,0.470313,-12.1788,8333.3333,1.50,100,0.0,90.0,0,none,none,qpsk,1,none
angle_sweep,2,0.314837,0.260903,-2.1936,8333.3333,1.50,100,45.0,0.0,0,none,none,qpsk,1,none
angle_sweep,2,0.305036,0.253333,-2.5123,8333.3333,1.50,100,45.0,0.0,0,none,none,qpsk,1,none
angle_sweep,2,0.326904,0.262257,-1.9211,8333.3333,1.50,100,45.0,0.0,0,none,none,qpsk,1,none
angle_sweep,2,0.000000,0.011181,6.8514,8333.3333,1.50,100,25.0,0.0,0,none,none,qpsk,1,none
angle_sweep,2,0.000000,0.011146,6.5335,8333.3333,1.50,100,25.0,0.0,0,none,none,qpsk,1,none
angle_sweep,2,0.000000,0.010521,6.8229,8333.3333,1.50,100,25.0,0.0,0,none,none,qpsk,1,none
angle_sweep,2,0.081996,0.168993,-2.9976,8333.3333,1.50,100,35.0,0.0,0,none,none,qpsk,1,none
angle_sweep,2,0.080741,0.167083,-5.6505,8333.3333,1.50,100,35.0,0.0,0,none,none,qpsk,1,none
angle_sweep,2,0.087298,0.167813,-0.9002,8333.3333,1.50,100,35.0,0.0,0,none,none,qpsk,1,none
wall-reflections,1,0.000000,0.034236,7.1972,8333.3333,1.50,100,45.0,-45.0,1,flight-case,wall-45,qpsk,1,blocked_wall_reflection
wall-reflections,2,0.000000,0.034583,7.1748,8333.3333,1.50,100,45.0,-45.0,1,flight-case,wall-45,qpsk,1,blocked_wall_reflection
wall-reflections,3,0.000000,0.034792,7.2993,8333.3333,1.50,100,45.0,-45.0,1,flight-case,wall-45,qpsk,1,blocked_wall_reflection
wall-reflections,4,0.000000,0.033750,7.1792,8333.3333,1.50,100,45.0,-45.0,1,flight-case,wall-45,qpsk,1,blocked_wall_reflection
wall-reflections,5,0.000000,0.034896,7.2608,8333.3333,1.50,100,45.0,-45.0,1,flight-case,wall-45,qpsk,1,blocked_wall_reflection
wall-reflections,1,0.024414,0.048750,6.4067,16666.6667,1.50,100,45.0,-45.0,1,flight-case,wall-45,qpsk,0,blocked_wall_reflection
wall-reflections,2,0.024554,0.048750,6.3691,16666.6667,1.50,100,45.0,-45.0,1,flight-case,wall-45,qpsk,0,blocked_wall_reflection
wall-reflections,3,0.024205,0.048264,6.4346,16666.6667,1.50,100,45.0,-45.0,1,flight-case,wall-45,qpsk,0,blocked_wall_reflection
wall-reflections,4,0.023821,0.047431,6.3739,16666.6667,1.50,100,45.0,-45.0,1,flight-case,wall-45,qpsk,0,blocked_wall_reflection
wall-reflections,5,0.023821,0.047500,6.3803,16666.6667,1.50,100,45.0,-45.0,1,flight-case,wall-45,qpsk,0,blocked_wall_reflection
wall-reflections,1,0.113735,0.345208,9.4711,16666.6667,1.50,100,45.0,-45.0,1,flight-case,wall-45,16qam,1,blocked_wall_reflection
wall-reflections,2,0.111503,0.349444,9.1959,16666.6667,1.50,100,45.0,-45.0,1,flight-case,wall-45,16qam,1,blocked_wall_reflection
wall-reflections,3,0.326346,0.483403,3.0180,16666.6667,1.50,150,45.0,-45.0,1,flight-case,wall-45,16qam,1,blocked_wall_reflection
wall-reflections,1,0.119489,0.354514,9.0577,16666.6667,1.50,100,45.0,-45.0,0,none,wall-only-45,16qam,1,unblocked_reflection
wall-reflections,2,0.119768,0.357431,9.0627,16666.6667,1.50,100,45.0,-45.0,0,none,wall-only-45,16qam,1,unblocked_reflection
wall-reflections,3,0.124233,0.360000,9.0881,16666.6667,1.50,100,45.0,-45.0,0,none,wall-only-45,16qam,1,unblocked_reflection
wall-reflections,4,0.124023,0.360417,9.1430,16666.6667,1.50,100,45.0,-45.0,0,none,wall-only-45,16qam,1,unblocked_reflection
wall-reflections,1,0.000000,0.040208,6.9848,8333.3333,1.50,100,45.0,-45.0,0,none,wall-only-45,qpsk,1,unblocked_reflection
wall-reflections,2,0.000000,0.042153,6.8450,8333.3333,1.50,100,45.0,-45.0,0,none,wall-only-45,qpsk,1,unblocked_reflection
wall-reflections,3,0.000000,0.040174,6.8556,8333.3333,1.50,100,45.0,-45.0,0,none,wall-only-45,qpsk,1,unblocked_reflection
wall-reflections,4,0.000000,0.041736,6.8652,8333.3333,1.50,100,45.0,-45.0,0,none,wall-only-45,qpsk,1,unblocked_reflection
wall-reflections,5,0.000000,0.039688,6.9226,8333.3333,1.50,100,45.0,-45.0,0,none,wall-only-45,qpsk,1,unblocked_reflection
wall-reflections,1,0.025565,0.050486,6.3787,16666.6667,1.50,100,45.0,-45.0,0,none,wall-only-45,qpsk,0,unblocked_reflection
wall-reflections,2,0.024972,0.049375,6.3754,16666.6667,1.50,100,45.0,-45.0,0,none,wall-only-45,qpsk,0,unblocked_reflection
wall-reflections,2,0.024867,0.049097,6.3755,16666.6667,1.50,100,45.0,-45.0,0,none,wall-only-45,qpsk,0,unblocked_reflection
wall-reflections,2,0.026053,0.051667,6.3725,16666.6667,1.50,100,45.0,-45.0,0,none,wall-only-45,qpsk,0,unblocked_reflection
wall-reflections,2,0.027274,0.050208,5.3071,16666.6667,1.50,100,30.0,-30.0,0,none,wall-only-45,qpsk,0,unblocked_reflection
wall-reflections,2,0.026716,0.049167,3.8888,16666.6667,1.50,100,30.0,-30.0,0,none,wall-only-45,qpsk,0,unblocked_reflection
wall-reflections,2,0.026472,0.048403,5.3442,16666.6667,1.50,100,30.0,-30.0,0,none,wall-only-45,qpsk,0,unblocked_reflection
wall-reflections,2,0.000000,0.045799,3.3845,8333.3333,1.50,100,30.0,-30.0,0,none,wall-only-45,qpsk,1,unblocked_reflection
